Revisão	B-Evento
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
Divulgue	O
os	O
seus	O
eventos	O
e	O
projetos	O
através	O
do	O
e-mail	O
:	O
noticias	O
@	O
fe.up.pt.	O
Saiba	O
mais	O
sobre	O
os	O
nossos	O
serviços	O
no	O
site	O
dos	O
SICC.	O
Provas	O
Públicas	O
de	O
Doutoramento	O
de	O
Joana	B-Pessoa
Rita	I-Pessoa
Gomes	I-Pessoa
Mendonça	I-Pessoa
Aula	B-Localizacao
Magna	I-Localizacao
|	O
06	B-Data
janeiro	I-Data
|	O
14h30m	B-Hora
José	B-Pessoa
Carlos	I-Pessoa
de	I-Pessoa
Paiva	I-Pessoa
e	I-Pessoa
Silva	I-Pessoa
,	O
Diretor	O
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Belas	I-UnidadeOrganica
Artes	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
anuncia	O
que	O
no	O
próximo	O
dia	O
06	B-Data
de	I-Data
janeiro	I-Data
de	I-Data
2017	I-Data
,	O
terão	O
lugar	O
às	O
14h30m	B-Hora
na	O
Aula	B-Localizacao
Magna	I-Localizacao
,	O
as	O
Provas	O
Públicas	O
de	O
Doutoramento	O
em	O
Educação	O
Artística	O
requeridas	O
por	O
Joana	B-Pessoa
Rita	I-Pessoa
Gomes	I-Pessoa
Mendonça	I-Pessoa
.	O
A	O
Tese	O
em	O
apreciação	O
intitula-se	O
:	O
``	O
The	O
Imaginary	B-Pessoa
Life	I-Pessoa
of	O
a	O
Necessary	O
Museum	B-Organizacao
–	I-Organizacao
Reflections	I-Organizacao
on	I-Organizacao
Art	I-Organizacao
Mediation	I-Organizacao
Practices	I-Organizacao
in	I-Organizacao
Contemporary	I-Organizacao
Art	O
?	O
''	O
Entrada	O
livre.	O
Apresentação	O
do	O
livro	O
``	O
Bestiário	O
Tradicional	O
Português	O
''	O
01	O
de	O
março	O
|	O
18H00	B-Hora
|	O
Reitoria	B-UnidadeOrganica
da	I-UnidadeOrganica
U.Porto	I-UnidadeOrganica
A	O
Vice-Reitora	O
para	O
as	O
Relações	O
Externas	O
e	O
Cultura	O
,	O
Prof.ª	O
Doutora	O
Maria	B-Pessoa
de	I-Pessoa
Fátima	I-Pessoa
Marinho	I-Pessoa
e	O
o	O
autor	O
do	O
livro	O
Bestiário	O
Tradicional	O
Português	O
convidam	B-Pessoa
V.Exª	I-Pessoa
a	O
estar	O
presente	O
na	O
apresentação	O
da	O
obra	O
editada	O
pelas	O
Edições	B-Hora
Escafandro	B-Organizacao
.	O
A	O
sessão	O
terá	O
lugar	O
no	O
póximo	O
dia	O
1	B-Data
de	I-Data
março	I-Data
,	O
pelas	O
18H00	B-Hora
na	O
Biblioteca	B-Localizacao
do	I-Localizacao
Fundo	I-Localizacao
Antigo	I-Localizacao
da	I-Localizacao
Reitoria	I-Localizacao
da	B-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
.	O
A	O
apresentação	O
da	O
obra	O
será	O
feita	O
por	O
Armando	B-Pessoa
Dourado	I-Pessoa
do	I-Pessoa
NEFUP	I-Pessoa
-	O
Núcleo	B-UnidadeOrganica
de	I-UnidadeOrganica
Etnografia	I-UnidadeOrganica
e	I-UnidadeOrganica
Folclore	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
.	O
Esta	O
sessão	O
contará	O
com	O
a	O
presença	O
do	O
autor	O
Nuno	B-Pessoa
Matos	I-Pessoa
Valente	I-Pessoa
.	O
O	O
Livro	O
O	O
Bestiário	O
Tradicional	O
Português	O
é	O
a	O
primeira	O
obra	O
que	O
reúne	O
e	O
ilustra	O
as	O
criaturas	O
fantásticas	O
que	O
povoam	O
o	O
imaginário	O
nacional.	O
Homem	B-Organizacao
do	I-Organizacao
Saco	I-Organizacao
,	I-Organizacao
Bicho-Papão	O
,	O
Olharapos	O
,	O
Ganchas	O
e	O
Trasgos	O
são	O
apenas	O
alguns	O
exemplos	O
de	O
um	O
total	O
de	O
34	B-Data
criaturas	I-Data
genuinamente	O
portuguesas	O
,	O
a	O
maior	O
parte	O
nunca	O
antes	O
ilustradas.	O
Recorrendo	O
a	O
fontes	O
escritas	O
e	O
a	O
extensa	O
recolha	O
oral	O
,	O
os	O
autores	O
procuraram	O
sistematizar	O
informação	O
muito	O
dispersa	O
e	O
variada	O
,	O
recolhida	O
ao	O
longo	O
dos	O
anos	O
por	O
si	O
e	O
pelos	O
mais	O
ilustres	O
etnógrafos	O
portugueses	O
,	O
como	O
Leite	O
de	O
Vasconcelos	O
,	O
Consiglieri	B-Pessoa
Pedroso	I-Pessoa
e	O
também	O
Alexandre	B-Pessoa
Herculano	I-Pessoa
,	O
Júlio	B-Pessoa
Dinis	I-Pessoa
e	I-Pessoa
Teófilo	B-Pessoa
Braga	I-Pessoa
.	O
Nuno	B-Pessoa
Matos	I-Pessoa
Valente	I-Pessoa
elaborou	I-Pessoa
a	O
pesquisa	O
e	O
o	O
texto	O
e	O
Natacha	B-Pessoa
Costa	I-Pessoa
Pereira	I-Pessoa
ilustrou	I-Pessoa
,	O
interpretando	O
artisticamente	B-Pessoa
séculos	I-Pessoa
de	O
memória	O
coletiva.	O
Os	O
Autores	O
Nuno	B-Pessoa
Matos	I-Pessoa
Valente	I-Pessoa
(	O
1977	O
,	O
Castelo	B-Pessoa
Branco	I-Pessoa
)	O
É	O
autor	O
da	O
coleção	B-Organizacao
juvenil	I-Organizacao
“A	I-Organizacao
Ordem	I-Organizacao
de	I-Organizacao
Poço	I-Organizacao
do	I-Organizacao
Inferno”	I-Organizacao
,	I-Organizacao
recomendada	O
pelo	O
Plano	B-Organizacao
Nacional	I-Organizacao
de	I-Organizacao
Leitura	I-Organizacao
,	O
e	O
coautor	O
da	O
“Coleção	B-Organizacao
Segredos”	I-Organizacao
de	I-Organizacao
manuais	O
escolares	O
para	O
o	O
1o	O
ciclo	O
,	O
publicados	O
pela	O
Lisboa/Raiz	B-Organizacao
Editora	I-Organizacao
.	O
Publica	O
regularmente	O
desde	O
2007	B-Data
,	O
dedicando-se	B-Localizacao
exclusivamente	O
ao	O
público	O
infantojuvenil.	O
Natacha	B-Pessoa
Costa	I-Pessoa
Pereira	I-Pessoa
(	O
1973	B-Data
,	I-Data
Alcobaça	O
)	O
Frequentou	O
o	O
curso	O
de	O
Pintura	O
na	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Belas-Artes	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
e	O
participou	O
em	O
várias	O
exposições	O
de	O
pintura	O
coletivas	O
e	O
individuais	O
,	O
tendo-se	O
dedicado	O
ao	O
Design	O
Gráfico.	B-Pessoa
Desde	I-Pessoa
2006	I-Pessoa
,	O
trabalha	O
na	O
companhia	B-UnidadeOrganica
de	I-UnidadeOrganica
teatro	I-UnidadeOrganica
de	I-UnidadeOrganica
marionetas	O
:	O
S.A.	B-Pessoa
Marionetas	I-Pessoa
-	O
Teatro	B-Localizacao
&	I-Localizacao
amp	O
;	O
Bonecos	O
como	O
marionetista	O
,	O
cenógrafa	O
,	O
construtora	O
de	O
marionetas	O
,	O
dramaturga	O
e	O
diretora	O
artística.	O
Aula	B-Localizacao
Aberta	I-Localizacao
``	I-Localizacao
SEVILLA	I-Localizacao
identidades	I-Localizacao
''	O
,	O
por	O
Francisco	B-Pessoa
Montero-Fernandez	I-Pessoa
16	B-Data
de	I-Data
dezembro	I-Data
|	O
15h30	B-Hora
|	O
sala	B-Localizacao
204	I-Localizacao
Entrada	I-Localizacao
Livre	O
FPCEUP	B-UnidadeOrganica
|	O
Investigador	O
Convidado	O
a	O
60	O
%	O
|	O
Projeto	O
ISOTIS	O
Candidaturas	O
até	O
6	B-Data
de	I-Data
janeiro	I-Data
de	I-Data
2017	I-Data
Nos	O
termos	O
previstos	O
no	O
artigo	O
140.º	O
do	O
Código	O
do	O
Trabalho	O
,	O
aprovado	O
pela	O
Lei	O
nº	O
7/2009	O
,	O
de	O
12	B-Data
de	I-Data
fevereiro	I-Data
,	O
torna-se	O
público	O
que	O
se	O
encontra	O
aberto	O
pelo	O
prazo	O
de	O
cinco	O
dias	O
úteis	O
,	O
a	O
contar	O
do	O
dia	O
útil	O
imediato	O
ao	O
da	O
publicação	O
do	O
presente	O
aviso	O
,	O
um	O
processo	O
de	O
recrutamento	O
e	O
seleção	O
,	O
com	O
vista	O
à	O
admissão	O
de	O
um	O
Investigador	O
Convidado	O
,	O
em	O
regime	O
de	O
contrato	O
de	O
trabalho	O
privado	O
a	O
termo	O
certo	O
,	O
a	O
tempo	O
parcial	O
,	O
no	O
âmbito	O
do	O
projeto	O
de	O
investigação	O
científica	O
“Inclusive	O
Education	O
and	O
Social	O
Support	O
to	O
Tackle	O
Inequalities	B-Organizacao
in	I-Organizacao
Society”	I-Organizacao
(	I-Organizacao
ISOTIS	I-Organizacao
,	I-Organizacao
proposal	B-Pessoa
727069	I-Pessoa
;	O
call	O
:	O
H2020-SC6-REV-INEQUAL-2016-2017	O
)	O
,	O
financiado	O
pela	O
Comissão	B-Organizacao
Europeia	I-Organizacao
,	O
através	O
do	O
programa	O
de	O
investigação	O
e	O
inovação	O
Horizonte	B-Organizacao
2020	I-Organizacao
,	O
na	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Psicologia	I-UnidadeOrganica
e	I-UnidadeOrganica
de	I-UnidadeOrganica
Ciências	I-UnidadeOrganica
da	I-UnidadeOrganica
Educação	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
.	O
A	O
remuneração	O
será	O
a	O
correspondente	O
ao	O
Escalão	O
1	B-Data
,	O
Índice	O
195	B-Data
,	O
aplicável	O
aos	O
Investigadores	O
Auxiliares	O
,	O
em	O
regime	O
de	O
tempo	O
integral	O
,	O
a	O
que	O
corresponde	O
a	O
remuneração	O
mensal	O
ilíquida	O
de	O
1.276,73€	O
conforme	O
o	O
disposto	O
no	O
Anexo	O
I	O
do	O
Decreto-Lei	O
nº	O
124/99	O
,	O
de	O
20	B-Data
de	I-Data
abril	I-Data
,	O
na	O
redação	O
atualmente	O
em	O
vigor	O
,	O
na	O
percentagem	B-UnidadeOrganica
de	O
60	O
%	O
,	O
acrescida	O
de	O
subsídio	O
de	O
refeição.	O
1.	B-Data
Poderão	I-Data
candidatar-se	O
todos	O
os	O
indivíduos	O
maiores	O
,	O
possuidores	O
dos	O
seguintes	O
requisitos	O
mínimos	O
,	O
comprovados	O
documentalmente	O
:	O
a	O
)	O
Habilitações	O
literárias	O
-	O
Doutoramento	B-Curso
em	I-Curso
Psicologia	I-Curso
;	O
b	O
)	O
Experiência	O
prévia	O
como	O
investigador	O
em	O
projetos	O
de	O
investigação	O
;	O
c	O
)	O
Coautoria	O
de	O
artigos	O
científicos	O
publicados	O
em	O
revistas	O
internacionais	O
de	O
referência	O
,	O
com	O
arbitragem	O
científica	O
(	O
ISI/SCOPUS	B-Organizacao
)	O
;	O
d	O
)	O
Experiência	O
na	O
divulgação	O
de	O
resultados	O
de	O
investigação	O
ao	O
público	O
em	O
geral	O
e	O
a	O
decisores	O
políticos	O
;	O
e	O
)	O
Disponibilidade	O
para	O
iniciar	O
funções	O
a	O
partir	O
de	O
janeiro	B-Data
de	I-Data
2017	I-Data
.	O
2.	O
Condições	O
de	O
preferência	O
:	O
a	O
)	O
Habilitações	O
literárias	O
preferencialmente	O
na	O
área	O
das	O
Desigualdades	O
Sociais	O
e	O
Políticas	O
Educativas	O
;	O
b	O
)	O
Investigação	O
realizada	O
nas	O
áreas	O
das	O
Desigualdades	O
Sociais	O
e	O
Políticas	O
Educativas	O
,	O
como	O
investigador	O
;	O
c	O
)	O
1.º	O
autor	O
de	O
artigos	O
científicos	O
publicados	O
em	O
revistas	O
internacionais	O
de	O
referência	O
,	O
com	O
arbitragem	O
científica	O
(	O
ISI/SCOPUS	B-Organizacao
)	I-Organizacao
,	O
na	O
área	O
das	O
Desigualdades	O
Sociais	O
e	O
Políticas	O
Educativas	O
;	O
d	O
)	O
Domínio	O
de	O
métodos	O
quantitativos	O
de	O
análises	O
de	O
dados	O
(	O
estatística	O
multivariada	O
)	O
e	O
de	O
métodos	O
qualitativos	O
de	O
análises	O
de	O
dados	O
(	O
análise	O
de	O
conteúdo	O
;	O
metodologias	O
de	O
revisão	O
sistemática	O
)	O
;	O
e	O
)	O
Domínio	O
de	O
software	O
de	O
análise	O
estatística	O
(	O
e.g.	O
,	O
SPSS	O
,	O
R	O
)	O
e	O
de	O
análise	O
qualitativa	O
(	O
e.g.	O
,	O
NVivo	O
)	O
;	O
e	O
)	O
Impacto	O
da	O
investigação	O
realizada	O
anteriormente	O
a	O
nível	O
das	O
políticas	O
públicas	O
;	O
f	O
)	O
Domínio	O
da	O
língua	O
inglesa	O
(	O
comprovado	O
através	O
diplomas/	O
certificados	O
e	O
escrita	O
de	O
trabalhos	O
em	O
língua	O
inglesa	O
)	O
.	O
3.	O
Funções	O
a	O
desempenhar	O
:	O
a	O
)	O
Revisão	O
da	O
literatura	O
internacional	O
no	O
âmbito	O
do	O
projeto	O
;	O
b	O
)	O
Elaboração	O
de	O
inventários	O
de	O
boas	O
práticas	O
e	O
estudos	O
de	O
caso	O
de	O
abordagens	O
inovadoras	O
junto	O
de	O
comunidades	O
socialmente	O
desfavorecidas	O
e/ou	O
famílias	O
bilingues	O
;	O
c	O
)	O
Pilotagem	O
e	O
acompanhamento	O
de	O
programas	O
de	O
intervenção	O
com	O
base	O
em	O
novas	O
tecnologias	O
para	O
pais	O
e	O
profissionais	O
da	O
educação	O
junto	O
de	O
comunidades	O
socialmente	O
desfavorecidas	O
;	O
d	O
)	O
Tratamento	O
e	O
análise	O
qualitativa	O
e/ou	O
estatística	O
de	O
dados	O
;	O
e	O
)	O
Redação	O
de	O
relatórios	O
e	O
artigos	O
científicos	O
;	O
f	O
)	O
Participação	O
na	O
disseminação	O
dos	O
resultados	O
da	O
investigação.	O
4.	O
As	O
candidaturas	O
deverão	O
ser	O
enviadas	O
,	O
obrigatoriamente	O
,	O
por	O
email	O
para	O
candidaturasrh	O
@	O
sp.up.pt	O
,	O
com	O
conhecimento	O
para	O
jcadima	O
@	O
fpce.up.pt	O
,	O
com	O
o	O
assunto	O
“	O
FPCEUP	B-UnidadeOrganica
|	O
Investigador	O
Convidado	O
-	O
ISOTIS”	B-Hora
,	O
acompanhadas	O
da	O
seguinte	O
documentação	O
de	O
apresentação	O
obrigatória	O
:	O
a	O
)	O
Carta	O
de	O
motivação	O
;	O
b	O
)	O
Curriculum	O
vitae	O
em	O
português	O
,	O
com	O
indicação	O
expressa	O
do	O
nome	O
e	O
morada	O
completos	O
;	O
c	O
)	O
Cópia	O
do	O
documento	O
de	O
identificação	O
ou	O
do	O
seguinte	O
formulário	O
;	O
d	O
)	O
Cópia	O
do	O
(	O
s	O
)	O
certificado	O
(	O
s	O
)	O
das	O
habilitações	O
de	O
todos	O
os	O
graus	O
académicos	O
obtidos	O
;	O
e	O
)	O
Duas	B-Pessoa
cartas	I-Pessoa
de	O
referência	O
;	O
f	O
)	O
Quaisquer	O
documentos	O
que	O
os	O
candidatos	O
entendam	O
ser	O
relevantes	O
para	O
apreciação	O
do	O
seu	O
mérito	O
,	O
nomeadamente	O
artigos	O
publicado	O
pelo	O
candidato	O
(	O
no	O
máximo	O
2	O
)	O
.	O
5.	O
A	O
não	O
apresentação	O
dos	O
documentos	O
solicitados	O
,	O
implica	O
a	O
exclusão	O
do	O
processo	O
de	O
seleção.	O
6.	O
A	O
seleção	O
será	O
feita	O
por	O
avaliação	O
curricular	O
,	O
podendo	O
ser	O
complementada	O
por	O
entrevista	O
profissional	O
caso	O
a	O
comissão	O
de	O
seleção	O
entenda	O
necessário.	O
7.	O
A	O
Comissão	O
de	O
Seleção	O
é	O
constituído	O
pelos	O
seguintes	O
elementos	O
:	O
Presidente	O
–	O
Doutora	O
Joana	B-Pessoa
Dias	I-Pessoa
Cadima	I-Pessoa
,	O
Investigadora	O
do	O
Centro	B-Organizacao
de	I-Organizacao
Psicologia	I-Organizacao
da	I-Organizacao
Universidade	I-Organizacao
do	I-Organizacao
Porto	I-Organizacao
1.º	O
vogal	O
–	O
Doutora	O
Teresa	B-Pessoa
Maria	I-Pessoa
Pinto	I-Pessoa
da	I-Pessoa
Cruz	I-Pessoa
Barreiros	I-Pessoa
Leal	I-Pessoa
,	O
Professora	O
Auxiliar	O
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Psicologia	I-UnidadeOrganica
e	I-UnidadeOrganica
de	I-UnidadeOrganica
Ciências	I-UnidadeOrganica
da	I-UnidadeOrganica
Educação	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
2.º	O
vogal	O
–	O
Doutora	O
Maria	B-Pessoa
Catarina	I-Pessoa
Leite	I-Pessoa
Rodrigues	I-Pessoa
Grande	I-Pessoa
,	O
Professora	O
Auxiliar	O
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Psicologia	I-UnidadeOrganica
e	I-UnidadeOrganica
de	I-UnidadeOrganica
Ciências	I-UnidadeOrganica
da	I-UnidadeOrganica
Educação	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
8.	O
Esta	O
iniciativa	O
não	O
gera	O
compromisso	O
algum	O
com	O
eventuais	O
interessados.	O
Universidade	B-Organizacao
do	I-Organizacao
Porto	I-Organizacao
,	O
23	B-Data
de	I-Data
dezembro	I-Data
de	I-Data
2016	I-Data
O	O
Diretor	O
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Psicologia	I-UnidadeOrganica
e	I-UnidadeOrganica
de	I-UnidadeOrganica
Ciências	I-UnidadeOrganica
da	I-UnidadeOrganica
Educação	I-UnidadeOrganica
,	O
Professor	O
Doutor	O
José	B-Pessoa
Alberto	I-Pessoa
de	I-Pessoa
Azevedo	I-Pessoa
e	I-Pessoa
Vasconcelos	I-Pessoa
Correia	I-Pessoa
INSCRIÇÕES	I-Pessoa
ABERTAS	O
|	O
Curso	O
de	O
Especialização	O
em	O
Dissecção	B-Localizacao
Anatómica	I-Localizacao
Dissecção	I-Localizacao
do	I-Localizacao
Membro	I-Localizacao
Inferior	I-Localizacao
O	O
próximo	O
módulo	O
do	O
Curso	O
de	O
Especialização	O
em	O
Dissecção	B-Localizacao
Anatómica	I-Localizacao
destina-se	O
à	O
dissecção	O
do	O
“Membro	B-Organizacao
Inferior”	I-Organizacao
,	O
terá	O
início	O
dia	O
18	B-Data
de	I-Data
fevereiro	I-Data
e	O
decorrerá	O
aos	O
sábados	O
das	O
900h	B-Hora
às	O
19h30	B-Hora
.	O
As	O
inscrições	O
decorrem	O
até	O
10	B-Data
de	I-Data
fevereiro	I-Data
de	I-Data
2017	I-Data
,	O
sendo	O
a	O
vaga	O
garantida	O
por	O
ordem	O
de	O
inscrição	O
.	O
Neste	O
momento	O
apenas	O
existem	O
3	O
vagas	O
disponíveis.	O
Programa	B-Organizacao
IACOBUS	I-Organizacao
|	O
4ª	O
Convocatória	O
Candidaturas	O
até	O
11	B-Data
janeiro	I-Data
2017	I-Data
Está	O
lançada	O
a	O
4ª	O
Convocatória	O
do	O
Programa	O
IACOBUS	O
,	O
que	O
promove	O
o	O
intercâmbio	O
transfronteiriço	B-UnidadeOrganica
de	I-UnidadeOrganica
professores	O
,	O
investigadores	O
e	O
pessoal	O
administrativo	O
,	O
entre	O
as	O
instituições	O
de	O
Ensino	O
Superior	O
da	O
Euroregião	B-Organizacao
Galicia-Norte	I-Organizacao
de	I-Organizacao
Portugal	I-Organizacao
.	O
As	O
mobilidades	O
ao	O
abrigo	O
desta	O
convocatória	O
deverão	O
ocorrer	O
entre	O
1	B-Data
de	I-Data
fevereiro	I-Data
e	O
30	B-Data
de	I-Data
junho	I-Data
de	I-Data
2017	I-Data
.	O
A	O
submissão	O
de	O
candidaturas	O
à	O
presente	O
convocatória	O
é	O
feita	O
online	O
até	O
11	B-Data
de	I-Data
Janeiro	I-Data
de	I-Data
2017	I-Data
em	O
http	O
:	O
//iacobus.gnpaect.eu/pt/candidaturas	O
e	O
toda	O
a	O
informação	O
está	O
disponível	O
também	O
em	O
http	O
:	O
//iacobus.gnpaect.eu/pt	O
Para	O
o	O
esclarecimento	O
de	O
qualquer	O
questão	O
no	O
decorrer	O
dos	O
processos	O
de	O
candidatura	O
,	O
deverá	O
colocar	O
as	O
suas	O
questões	O
através	O
do	O
e-mail	O
international	O
@	O
reit.up.pt	O
Divulgue	O
os	O
seus	O
eventos	O
e	O
projetos	O
|	O
comunica	O
@	O
fc.up.pt	O
Orçamento	O
Participativo	O
Portugal	B-Organizacao
-	O
Apresentação	O
de	O
propostas	O
propostas	O
entre	O
janeiro	O
e	O
abril	B-Data
de	I-Data
2017	I-Data
O	O
Governo	O
,	O
no	O
âmbito	O
do	O
seu	O
programa	O
de	O
estímulo	O
à	O
participação	O
cidadã	O
,	O
promoveu	O
o	O
lançamento	O
de	O
um	O
Orçamento	O
Participativo	O
de	O
abrangência	O
nacional	O
(	O
OPP	O
)	O
,	O
integrando	O
quatro	O
áreas	O
governativas	O
-	O
ciência	O
,	O
cultura	O
,	O
educação	O
e	O
formação	O
de	O
adultos	O
e	O
agricultura	O
-	O
para	O
Portugal	O
Continental	O
,	O
e	O
duas	O
áreas	O
nas	O
Regiões	B-Localizacao
Autónomas	I-Localizacao
-	I-Localizacao
justiça	O
e	O
administração.	O
O	O
OPP	O
abrange	O
a	O
totalidade	O
do	O
território	O
português	O
,	O
integrando	O
grupos	O
de	O
propostas	O
de	O
âmbito	O
territorial	O
diferenciado	O
:	O
1	B-Data
de	I-Data
âmbito	O
nacional	O
;	O
1	O
por	O
cada	O
uma	O
das	O
áreas	O
das	O
NUT	O
II	O
(	O
Norte	O
,	O
Centro	O
,	O
Lisboa	B-Localizacao
e	O
Vale	O
do	O
Tejo	O
,	O
Alentejo	B-Localizacao
,	I-Localizacao
Algarve	I-Localizacao
)	O
;	O
1	O
por	O
cada	O
Região	O
Autónoma.	B-Pessoa
Estes	I-Pessoa
grupos	O
de	O
propostas	O
não	O
concorrem	O
entre	O
si	O
do	O
ponto	O
de	O
vista	O
territorial	O
,	O
tendo	O
cada	O
um	O
deles	O
a	O
sua	O
dotação	O
financeira	O
.	O
O	O
OPP	O
tem	O
um	O
montante	O
global	O
de	O
3	B-Data
milhões	I-Data
de	I-Data
euros	I-Data
,	O
sendo	O
a	O
sua	O
distribuição	O
feita	O
da	O
seguinte	O
forma	O
:	O
375	O
mil	O
euros	O
para	O
um	O
grupo	O
de	O
projetos	O
nacionais	O
375	O
mil	O
euros	O
para	O
projetos	O
de	O
âmbito	O
territorial	O
,	O
relativos	O
a	O
cada	O
uma	O
das	O
cinco	O
NUT	O
II	B-Pessoa
375	I-Pessoa
mil	O
euros	O
para	O
projetos	O
relativos	O
a	O
cada	O
uma	O
das	O
duas	O
Regiões	O
Autónomas	B-Pessoa
Podem	I-Pessoa
participar	O
no	O
OPP	O
todos	O
os	O
cidadãos	O
nacionais	O
com	O
idade	O
igual	O
ou	O
superior	O
a	O
18	B-Data
anos	I-Data
,	O
apresentando	O
propostas	O
e	O
votando	O
nos	O
projetos	O
da	O
sua	O
preferência.	O
No	O
que	O
respeita	O
aos	O
critérios	O
,	O
a	O
sua	O
definição	O
será	O
feita	O
com	O
base	O
nos	O
princípios-chave	O
:	O
Não	O
serão	O
admitidas	O
propostas	O
para	O
construção	O
de	O
infraestruturas	O
ou	O
equipamentos	O
novos	O
;	O
Não	O
serão	O
admitidas	O
propostas	O
que	O
consubstanciem	O
pedidos	O
de	O
apoio	O
ou	O
financiamento	O
de	O
entidades	O
;	O
Não	O
serão	O
admitidas	O
propostas	O
que	O
contrariem	O
o	O
Programa	O
de	O
Governo	O
e	O
as	O
suas	O
orientações	O
estratégicas	O
;	O
Não	O
serão	O
admitidas	O
propostas	O
que	O
contrariem	O
projetos	O
e	O
programas	O
em	O
curso	O
nas	O
diferentes	O
áreas	O
de	O
políticas	O
públicas	O
nacionais	O
;	O
Não	O
serão	O
admitidas	O
propostas	O
tecnicamente	O
inexequíveis	O
;	O
Até	O
ao	O
final	O
do	O
ano	O
a	O
equipa	O
do	O
OPP	O
irá	O
percorrer	O
o	O
território	O
nacional	O
,	O
com	O
o	O
objectivo	O
de	O
divulgar	O
a	O
iniciativa	O
e	O
informar	O
e	O
esclarecer	O
sobre	O
os	O
etapas	O
e	O
processos	O
que	O
lhe	O
estão	O
associados.	O
O	O
período	O
de	O
apresentação	O
de	O
propostas	O
decorrerá	O
entre	O
janeiro	O
e	O
abril	B-Data
de	I-Data
2017	I-Data
,	O
através	O
de	O
encontros	O
participativos	O
por	O
todo	O
o	O
país	O
(	O
em	O
princípio	O
dois	O
por	O
cada	O
NUT	O
II	O
)	O
onde	O
os	O
cidadãos	O
terão	O
que	O
apresentar	O
as	O
suas	O
propostas	O
para	O
passarem	O
,	O
já	O
depois	O
da	O
análise	O
técnica	O
,	O
à	O
fase	O
da	O
votação	B-Organizacao
nacional.	I-Organizacao
No	I-Organizacao
entanto	I-Organizacao
,	O
é	O
possível	O
submeter	O
previamente	O
as	O
propostas	O
no	O
portal	O
criado	O
para	O
o	O
efeito	O
:	O
www.opp.gov.pt	O
Para	O
passar	O
à	O
fase	O
da	O
votação	O
,	O
as	O
propostas	O
não	O
podem	O
:	O
Implicar	O
a	O
construção	O
de	O
infraestruturas	B-Pessoa
Configurar	I-Pessoa
pedidos	I-Pessoa
de	O
apoio	O
ou	O
venda	O
de	O
serviços	O
Contrariar	O
o	O
Programa	O
de	O
Governo	O
ou	O
projetos	O
e	O
programas	O
em	O
curso	O
nas	O
diferentes	O
áreas	O
de	O
políticas	O
públicas	O
Ser	O
tecnicamente	B-Hora
inexequíveis	I-Hora
Ser	I-Hora
demasiado	I-Hora
genéricas	O
ou	O
muito	O
abrangentes	O
,	O
não	O
permitindo	O
a	O
sua	O
adaptação	O
a	O
projecto	O
Ultrapassar	O
o	O
montante	O
de	O
200	O
mil	O
euros	O
Neste	O
sentido	O
,	O
e	O
procurando	O
combinar	O
o	O
processo	O
do	O
orçamento	O
participativo	O
com	O
as	O
pressupostos	O
e	O
princípios	O
que	O
o	O
MCTES	O
tem	O
vindo	O
a	O
desenvolver	O
no	O
plano	O
da	O
responsabilidade	O
social	O
científica	O
,	O
designadamente	O
procurando	O
criar	O
mecanismos	O
de	O
aproximação	O
e	O
envolvimento	O
entre	O
a	O
ciência	O
e	O
a	O
sociedade	O
e	O
estimular	O
a	O
definição	O
colaborativa	B-UnidadeOrganica
de	I-UnidadeOrganica
agendas	O
científica	O
e	O
a	O
co-criação	O
de	O
conhecimento	O
,	O
está-se	O
a	O
ultimar	O
a	O
